"","sex","birth","marriage","religion","income","code_job","code_region"
"13208",2,1996,5,1,NA,NA,7
"13209",1,1968,1,1,NA,NA,7
"13210",2,1966,1,1,NA,NA,7
"13211",1,2000,0,1,NA,NA,7
"13212",1,2005,0,1,NA,NA,7
"13213",2,1938,2,2,NA,611,7
"13214",1,1963,1,1,237,854,7
"13215",2,1964,1,1,NA,NA,7
"13216",2,1988,5,1,160,441,7
"13217",2,1931,2,1,NA,NA,7
"13218",1,1961,1,2,225,861,7
"13219",2,1967,1,2,80,441,7
"13220",2,1994,5,2,NA,NA,7
"13221",1,2000,0,2,NA,NA,7
"13222",1,1979,1,2,297,843,4
"13223",2,1979,1,1,116,521,4
"13224",2,2006,0,1,NA,NA,4
"13225",1,1971,1,2,273,799,4
"13226",2,1971,1,2,NA,NA,4
"13227",1,1999,5,2,NA,NA,4
"13228",1,1946,1,2,192,799,4
"13229",2,1947,1,2,NA,NA,4
"13230",2,1952,3,1,158,421,4
"13231",1,1960,1,2,NA,151,4
"13232",2,1964,1,1,NA,NA,4
"13233",2,1988,5,2,207,253,4
"13234",1,1991,5,2,NA,NA,4
"13235",1,1946,1,2,24,941,4
"13236",2,1950,1,2,NA,NA,4
"13237",2,2004,0,2,NA,NA,4
"13238",1,1970,1,2,308,873,4
"13239",2,1977,1,2,NA,259,4
"13240",2,2008,0,2,NA,NA,4
"13241",2,2011,0,2,NA,NA,4
"13242",1,1960,1,2,729,311,4
"13243",2,1963,1,2,200,530,4
"13244",1,1993,5,2,NA,NA,4
"13245",2,1996,5,2,NA,NA,4
"13246",1,1972,1,2,NA,771,4
"13247",2,1978,1,2,NA,NA,4
"13248",2,2004,0,2,NA,NA,4
"13249",1,2006,0,2,NA,NA,4
"13250",2,1972,3,2,NA,NA,4
"13251",2,1997,5,2,218,930,4
"13252",1,2000,0,2,NA,NA,4
"13253",2,1942,2,1,NA,NA,4
"13254",2,1943,2,2,NA,NA,4
"13255",2,1940,2,1,NA,NA,4
"13256",2,1931,2,1,NA,NA,7
"13257",1,1965,1,2,NA,910,7
"13258",2,1975,1,1,NA,NA,7
"13259",2,1934,2,2,NA,NA,7
"13260",2,1935,2,2,NA,NA,7
"13261",2,1949,2,2,NA,NA,7
"13262",2,1938,2,1,NA,NA,7
"13263",1,1944,1,2,NA,611,7
"13264",2,1950,1,2,NA,951,7
"13265",1,1974,1,2,375,311,7
"13266",1,1977,5,2,NA,762,7
"13267",2,1975,1,2,183,254,7
"13268",1,2015,0,2,NA,NA,7
"13269",1,1955,1,1,NA,873,7
"13270",2,1957,1,1,110,247,7
"13271",2,1983,5,1,110,247,7
"13272",2,1985,1,2,NA,NA,6
"13273",1,1990,5,1,NA,NA,7
"13274",1,1986,1,2,383,1012,6
"13275",2,2016,0,2,NA,NA,6
"13276",1,1967,1,2,NA,312,7
"13277",2,1970,1,2,220,441,7
"13278",1,1994,5,2,NA,NA,7
"13279",1,1964,1,1,100,922,7
"13280",2,1971,1,1,130,952,7
"13281",2,1995,5,1,NA,NA,7
"13282",2,1997,5,1,NA,NA,7
"13283",2,2002,0,1,NA,NA,7
"13284",1,1950,2,2,133,941,2
"13285",1,1958,1,2,NA,875,7
"13286",2,1964,1,2,NA,NA,7
"13287",1,1989,5,2,NA,NA,7
"13288",2,1995,5,2,NA,NA,7
"13289",2,1934,2,2,NA,NA,7
"13290",1,1953,1,2,NA,NA,7
"13291",2,1959,1,1,110,952,7
"13292",1,1947,1,1,333,159,7
"13293",2,1953,1,1,NA,521,7
"13294",1,1959,1,2,NA,NA,7
"13295",2,1957,1,2,NA,153,7
"13296",2,1992,5,2,NA,NA,7
"13297",1,1998,5,2,NA,NA,7
"13298",2,1953,2,1,NA,611,7
"13299",2,1938,2,1,NA,611,7
"13300",1,1937,1,2,NA,611,7
"13301",2,1941,1,2,NA,NA,7
"13302",2,2002,0,2,NA,NA,7
"13303",2,1960,2,1,NA,NA,2
"13304",1,1986,5,2,140,510,2
"13305",1,1934,2,1,NA,NA,7
"13306",2,1946,2,2,NA,NA,7
"13307",1,1950,1,2,NA,NA,2
"13308",2,1954,1,2,NA,NA,2
"13309",2,1983,5,2,435,243,2
"13310",1,1973,1,2,NA,743,2
"13311",2,1974,1,1,120,930,2
"13312",2,2009,0,2,NA,NA,2
"13313",2,2009,0,2,NA,NA,2
"13314",1,1958,3,1,NA,NA,2
"13315",1,1952,1,1,NA,NA,2
"13316",2,1956,1,1,NA,NA,2
"13317",1,1982,5,1,273,741,2
"13318",1,1933,1,1,170,281,2
"13319",2,1943,1,1,NA,NA,2
"13320",2,1962,2,1,NA,NA,2
"13321",1,1942,1,2,NA,NA,2
"13322",2,1946,1,2,NA,NA,2
"13323",2,1955,2,2,NA,NA,2
"13324",1,1943,3,1,NA,NA,2
"13325",2,1942,2,1,NA,NA,4
"13326",2,1946,2,1,NA,NA,4
"13327",1,1947,1,2,68,882,7
"13328",2,1950,1,2,NA,NA,7
"13329",1,1937,2,1,24,941,7
"13330",2,1945,2,1,NA,NA,7
"13331",1,1976,5,1,NA,NA,7
"13332",1,1932,6,2,NA,NA,7
"13333",2,1932,2,1,NA,NA,7
"13334",1,1936,1,1,NA,611,4
"13335",2,1940,1,1,NA,611,4
"13336",2,1935,2,2,24,951,4
"13337",2,1957,3,2,NA,NA,7
"13338",1,1954,1,2,NA,910,7
"13339",2,1955,1,1,100,941,7
"13340",2,1964,3,1,NA,254,7
"13341",1,1994,5,2,NA,NA,7
"13342",1,1998,5,2,NA,NA,7
"13343",1,1955,1,1,667,131,7
"13344",2,1975,1,1,150,251,7
"13345",1,2005,0,2,NA,NA,7
"13346",1,1942,1,2,24,941,7
"13347",2,1948,1,1,NA,NA,7
"13348",2,1941,2,2,NA,NA,7
"13349",1,1978,5,2,292,799,7
"13350",1,1962,3,2,NA,873,7
"13351",2,1938,2,1,24,941,7
"13352",1,1936,1,2,NA,611,7
"13353",2,1945,1,2,NA,NA,7
"13354",1,1947,1,2,NA,611,7
"13355",2,1952,1,2,NA,611,7
"13356",1,1963,1,2,25,991,4
"13357",2,1970,1,2,196,855,4
"13358",2,1998,5,2,NA,NA,4
"13359",2,1942,2,1,NA,991,7
"13360",1,1974,1,2,NA,852,7
"13361",2,1980,1,1,NA,NA,7
"13362",2,2002,0,2,NA,NA,7
"13363",1,2007,0,2,NA,NA,7
"13364",1,1971,1,2,483,874,7
"13365",2,1973,1,2,NA,NA,7
"13366",2,2000,0,2,NA,NA,7
"13367",2,2003,0,2,NA,NA,7
"13368",1,1945,3,2,NA,NA,7
"13369",1,1951,1,2,24,941,7
"13370",2,1957,1,2,150,941,7
"13371",2,1951,2,2,NA,NA,7
"13372",2,1934,2,1,NA,NA,7
"13373",1,1954,5,2,NA,NA,7
"13374",2,1944,2,1,NA,NA,7
"13375",1,1978,1,2,403,832,7
"13376",2,1992,1,2,210,952,7
"13377",1,2016,0,2,NA,NA,7
"13378",1,1962,1,2,718,312,7
"13379",2,1970,1,2,NA,432,7
"13380",1,1991,5,2,NA,NA,7
"13381",2,1928,2,2,NA,NA,4
"13382",1,1957,1,2,NA,743,7
"13383",2,1954,1,2,NA,NA,7
"13384",1,1955,3,2,NA,910,7
"13385",2,1991,3,2,NA,NA,7
"13386",1,2009,0,2,NA,NA,7
"13387",2,2013,0,2,NA,NA,7
"13388",2,1939,2,1,NA,NA,2
"13389",2,1941,2,2,NA,NA,2
"13390",1,1958,4,2,NA,NA,2
"13391",2,1929,2,1,NA,NA,2
"13392",1,1968,1,2,417,235,2
"13393",2,1977,1,2,200,313,2
"13394",1,2001,0,2,NA,NA,2
"13395",2,2003,0,2,NA,NA,2
"13396",1,1935,1,1,NA,NA,4
"13397",2,1944,1,1,NA,NA,4
"13398",1,1958,1,2,325,874,5
"13399",2,1958,1,1,NA,NA,5
"13400",2,1937,2,1,NA,NA,2
"13401",2,1932,2,1,NA,NA,2
"13402",1,1968,5,2,NA,NA,2
"13403",1,1942,1,1,NA,NA,2
"13404",2,1946,1,1,NA,NA,2
"13405",1,1967,1,1,NA,999,2
"13406",2,1976,1,1,NA,NA,2
"13407",2,2008,0,1,NA,NA,2
"13408",1,1972,1,1,375,832,2
"13409",2,1972,1,1,NA,NA,2
"13410",2,1997,5,1,NA,NA,2
"13411",1,1999,5,1,NA,NA,2
"13412",2,1940,2,2,NA,NA,2
"13413",2,1943,2,2,NA,611,6
"13414",1,1942,1,2,NA,NA,6
"13415",2,1946,1,2,NA,NA,6
"13416",1,1960,5,2,NA,773,6
"13417",2,1935,2,1,NA,NA,6
"13418",2,1960,3,1,NA,NA,6
"13419",1,1941,2,2,NA,NA,6
"13420",1,1980,5,2,422,252,2
"13421",1,1927,1,2,NA,NA,6
"13422",2,1940,1,2,NA,NA,6
"13423",2,1941,2,1,NA,NA,7
"13424",1,1966,1,2,498,159,3
"13425",2,1966,1,1,NA,NA,3
"13426",2,1938,3,1,NA,NA,1
"13427",1,1948,1,1,NA,611,1
"13428",2,1947,1,1,NA,611,1
"13429",2,1970,3,1,NA,NA,1
"13430",1,1971,1,1,254,892,1
"13431",2,1974,1,1,138,930,1
"13432",1,2000,0,1,NA,NA,1
"13433",2,2003,0,1,NA,NA,1
"13434",1,1965,1,1,500,231,1
"13435",2,1969,1,1,250,251,1
"13436",1,2002,0,1,NA,NA,1
"13437",1,2004,0,1,NA,NA,1
"13438",1,1970,1,1,350,799,1
"13439",2,1970,1,1,170,399,1
"13440",2,1997,5,1,NA,NA,1
"13441",1,1999,5,1,NA,NA,1
"13442",1,1952,3,1,NA,NA,6
"13443",1,1957,1,2,NA,611,6
"13444",2,1968,1,2,NA,611,6
"13445",1,1951,1,2,NA,611,6
"13446",2,1953,1,2,NA,611,6
"13447",1,1942,1,1,NA,NA,1
"13448",2,1943,1,1,NA,NA,1
"13449",2,1936,2,1,57,952,6
"13450",2,1945,2,1,NA,NA,6
"13451",1,1951,3,1,NA,NA,6
"13452",2,1932,2,1,NA,NA,6
"13453",1,1960,3,2,24,314,6
"13454",2,1972,1,2,NA,NA,6
"13455",1,1995,5,2,NA,NA,6
"13456",1,1991,5,2,NA,NA,6
"13457",1,1972,1,2,458,873,6
"13458",1,1935,1,1,NA,NA,6
"13459",2,1940,1,1,NA,NA,6
"13460",2,1942,3,2,95,941,2
"13461",1,1933,1,1,NA,NA,2
"13462",2,1938,1,1,NA,NA,2
"13463",1,1975,3,2,262,873,2
"13464",1,1947,3,2,NA,NA,2
"13465",1,1988,5,1,310,930,2
"13466",1,1997,5,1,NA,NA,2
"13467",2,1953,3,2,NA,NA,2
"13468",1,2000,0,2,NA,NA,2
"13469",2,1969,3,2,188,442,2
"13470",1,1942,1,1,150,248,6
"13471",2,1952,1,1,56,421,6
"13472",2,1919,2,1,NA,NA,6
"13473",2,1939,2,1,NA,NA,7
"13474",2,1955,3,1,108,999,6
"13475",2,1990,1,1,NA,NA,6
"13476",1,1979,1,1,255,773,6
"13477",1,2016,0,1,NA,NA,6
"13478",1,1964,1,1,NA,NA,4
"13479",2,1957,1,1,NA,NA,4
"13480",1,1967,1,1,833,799,7
"13481",2,1971,1,1,257,421,7
"13482",1,1973,1,2,NA,521,7
"13483",2,1976,1,2,200,259,7
"13484",1,2003,0,2,NA,NA,7
"13485",2,2006,0,2,NA,NA,7
"13486",2,1945,2,1,NA,NA,7
"13487",2,1934,2,1,NA,NA,2
"13488",1,1977,1,2,553,312,7
"13489",2,1980,1,2,NA,NA,7
"13490",1,2009,0,2,NA,NA,7
"13491",2,2014,0,2,NA,NA,7
"13492",1,1984,5,2,188,521,7
"13493",1,1985,5,2,NA,NA,7
"13494",2,1966,3,2,NA,NA,7
"13495",1,1959,1,2,NA,630,7
"13496",2,1967,1,2,NA,NA,7
"13497",1,1989,5,2,170,245,7
"13498",1,1990,5,2,210,422,7
"13499",1,1959,1,1,NA,NA,7
"13500",2,1961,1,1,NA,521,7
"13501",1,1952,1,1,NA,772,7
"13502",2,1955,1,1,NA,NA,7
"13503",1,1959,1,2,130,921,1
"13504",2,1961,1,1,NA,151,1
"13505",1,1998,5,2,NA,NA,1
"13506",2,1944,2,2,NA,NA,1
"13507",1,1956,1,1,845,131,2
"13508",2,1958,1,1,NA,NA,2
"13509",2,1983,5,1,NA,NA,2
"13510",1,1942,1,2,NA,NA,1
"13511",2,1949,1,1,NA,NA,1
"13512",1,1974,1,2,700,510,1
"13513",2,1980,1,2,NA,NA,1
"13514",2,2008,0,2,NA,NA,1
"13515",2,2012,0,2,NA,NA,1
"13516",1,1966,1,1,208,431,1
"13517",2,1970,1,1,198,253,1
"13518",2,2003,0,1,NA,NA,1
"13519",2,2006,0,1,NA,NA,1
"13520",2,1943,4,2,24,952,6
"13521",2,1963,1,2,135,421,6
"13522",1,1967,1,2,NA,530,6
"13523",2,1974,1,2,450,510,6
"13524",2,2001,0,2,NA,NA,6
"13525",1,1938,1,2,NA,NA,6
"13526",2,1941,1,2,NA,530,6
"13527",1,1942,1,2,NA,611,6
"13528",2,1950,1,2,NA,611,6
"13529",2,1944,2,1,24,999,6
"13530",2,1939,2,2,25,999,6
"13531",1,1932,1,1,NA,NA,2
"13532",2,1942,1,1,NA,NA,2
"13533",1,1961,3,2,NA,NA,2
"13534",1,1951,1,1,154,941,6
"13535",2,1952,1,1,NA,NA,6
"13536",2,1932,1,1,NA,NA,6
"13537",1,1969,1,2,278,314,6
"13538",2,1969,1,2,NA,259,6
"13539",2,2002,0,2,NA,NA,6
"13540",2,2004,0,2,NA,NA,6
"13541",2,1978,5,2,148,953,6
"13542",2,1945,2,2,26,941,6
"13543",1,1928,1,2,NA,611,6
"13544",2,1932,1,2,NA,NA,6
"13545",2,1948,2,1,NA,NA,6
"13546",2,1959,2,1,NA,NA,2
"13547",1,1980,1,1,298,899,2
"13548",2,1981,1,1,NA,NA,2
"13549",1,2014,0,1,NA,NA,2
"13550",1,2017,0,1,NA,NA,2
"13551",2,1942,3,2,NA,NA,2
"13552",2,1944,2,1,NA,NA,5
"13553",1,1971,3,2,NA,792,7
"13554",1,2000,0,1,NA,NA,7
"13555",2,2002,0,1,NA,NA,7
"13556",1,1955,1,2,NA,772,5
"13557",2,1955,1,2,NA,NA,5
"13558",2,1955,2,2,NA,441,1
"13559",1,1980,1,2,358,442,1
"13560",2,1980,1,1,NA,NA,1
"13561",2,2012,0,2,NA,NA,1
"13562",2,1938,2,2,24,999,7
"13563",2,1935,2,2,24,999,7
"13564",1,1951,5,2,NA,NA,7
"13565",1,1960,5,2,208,873,7
"13566",2,1939,2,2,NA,NA,7
"13567",2,1962,5,2,368,243,7
"13568",1,1960,1,1,300,312,7
"13569",2,1965,1,1,583,252,7
"13570",1,1994,5,1,300,141,7
"13571",1,1992,5,1,NA,NA,7
"13572",1,1943,1,2,NA,611,7
"13573",2,1950,1,2,NA,611,7
"13574",2,1954,1,2,NA,NA,7
"13575",2,1980,5,2,NA,NA,7
"13576",1,1947,2,1,60,313,7
"13577",2,1942,2,2,NA,611,7
"13578",2,1932,2,2,NA,NA,7
"13579",1,1952,1,2,NA,611,7
"13580",2,1958,1,2,NA,441,7
"13581",2,1947,2,2,NA,NA,7
"13582",1,1946,1,2,50,521,4
"13583",2,1949,1,2,72,421,4
"13584",1,1946,1,1,NA,NA,7
"13585",2,1941,1,1,NA,NA,7
"13586",1,1966,1,2,625,411,7
"13587",2,1970,1,1,542,320,7
"13588",1,1999,5,2,NA,NA,7
"13589",2,1934,2,2,NA,NA,1
"13590",1,1965,1,1,586,245,1
"13591",2,1970,1,1,77,259,1
"13592",2,2002,0,1,NA,NA,1
"13593",2,1960,1,1,160,941,1
"13594",1,1957,1,2,NA,NA,1
"13595",2,1932,2,2,NA,NA,1
"13596",2,1979,5,2,80,422,1
"13597",1,1976,1,2,492,312,1
"13598",2,1977,1,2,NA,NA,1
"13599",1,2009,0,2,NA,NA,1
"13600",2,2012,0,2,NA,NA,1
"13601",2,1930,2,2,NA,NA,6
"13602",1,1941,1,1,NA,NA,6
"13603",2,1942,1,1,NA,NA,6
"13604",2,1944,3,1,NA,NA,6
"13605",1,1943,2,2,NA,941,6
"13606",1,1961,1,1,333,231,6
"13607",2,1962,1,1,148,421,6
"13608",2,1991,5,2,NA,NA,2
"13609",2,1990,5,2,NA,NA,2
"13610",1,1947,1,1,25,941,6
"13611",2,1949,1,1,25,999,6
"13612",1,1960,1,1,156,910,6
"13613",2,1964,1,1,NA,NA,6
"13614",1,1945,1,1,130,952,6
"13615",2,1947,1,1,NA,NA,6
"13616",2,1944,2,2,NA,NA,6
"13617",1,1946,1,1,220,259,6
"13618",2,1947,1,1,NA,791,6
"13619",1,1946,2,2,130,942,6
"13620",1,1934,1,2,NA,NA,6
"13621",2,1933,1,2,NA,NA,6
"13622",1,1940,2,1,NA,611,6
"13623",2,1954,2,2,NA,NA,6
"13624",1,1978,5,2,NA,NA,6
"13625",1,1957,5,2,NA,910,5
"13626",1,1956,3,2,259,873,2
"13627",1,1945,1,1,40,922,2
"13628",2,1952,1,1,89,941,2
"13629",2,1974,3,2,198,930,2
"13630",1,2000,0,2,NA,NA,2
"13631",2,1975,3,2,NA,999,2
"13632",1,2004,0,2,NA,NA,2
"13633",1,1952,1,2,NA,NA,2
"13634",2,1954,1,2,NA,NA,2
"13635",1,1966,5,2,NA,NA,2
"13636",2,1938,2,2,NA,NA,2
"13637",2,1934,2,1,24,941,7
"13638",1,1958,1,1,NA,NA,5
"13639",2,1965,1,1,682,312,5
"13640",1,1967,3,2,158,761,7
"13641",2,1969,3,1,479,773,2
"13642",1,2002,0,1,NA,NA,2
"13643",2,1934,2,2,NA,NA,7
"13644",1,1937,1,2,NA,611,7
"13645",2,1940,1,2,NA,611,7
"13646",1,1940,1,1,NA,611,7
"13647",2,1948,1,1,NA,611,7
"13648",1,1971,1,2,NA,922,7
"13649",2,1978,1,1,NA,NA,7
"13650",1,2002,0,1,NA,NA,7
"13651",1,2010,0,1,NA,NA,7
"13652",1,1980,1,2,368,510,7
"13653",2,1956,3,1,NA,NA,7
"13654",2,1984,1,2,208,313,7
"13655",1,2016,0,2,NA,NA,7
"13656",1,1952,1,2,NA,NA,7
"13657",2,1957,1,2,NA,NA,7
"13658",2,1938,2,2,24,999,7
"13659",2,1942,2,2,NA,611,7
"13660",2,1930,2,1,NA,NA,7
"13661",2,1934,2,1,NA,NA,7
"13662",1,1941,1,1,NA,NA,2
"13663",2,1949,1,1,NA,NA,2
"13664",1,1938,1,2,NA,611,7
"13665",2,1938,1,1,NA,NA,7
"13666",2,1957,2,2,NA,611,7
"13667",1,1971,1,2,251,875,3
"13668",2,1974,1,2,NA,NA,3
"13669",1,1943,1,2,NA,630,3
"13670",2,1943,1,2,NA,NA,3
"13671",2,1998,5,2,NA,NA,3
"13672",2,2001,0,2,NA,NA,3
"13673",1,2009,0,2,NA,NA,3
"13674",1,2010,0,2,NA,NA,3
"13675",2,1940,2,1,NA,NA,3
"13676",1,2001,0,2,NA,NA,3
"13677",1,1962,5,2,NA,910,3
"13678",2,1939,3,1,NA,NA,3
"13679",1,1932,1,1,NA,NA,1
"13680",2,1940,1,1,NA,NA,1
"13681",1,1951,5,2,NA,NA,1
"13682",2,1964,3,2,NA,NA,1
"13683",2,1942,2,1,NA,NA,3
"13684",2,1936,2,2,25,941,3
"13685",1,1967,3,1,190,942,3
"13686",1,1995,5,1,NA,NA,3
"13687",2,1996,5,1,195,399,3
"13688",2,1946,2,1,NA,NA,3
"13689",1,1941,1,1,NA,611,3
"13690",2,1952,1,1,NA,NA,3
"13691",1,1953,1,2,NA,NA,3
"13692",2,1952,1,2,130,941,3
"13693",2,1981,5,2,NA,NA,3
"13694",1,1934,2,1,NA,NA,3
"13695",2,1952,2,1,NA,432,3
"13696",2,1980,5,2,209,253,3
"13697",1,1981,1,2,NA,521,3
"13698",2,1982,1,2,NA,NA,3
"13699",1,2013,0,2,NA,NA,3
"13700",2,2013,0,2,NA,NA,3
"13701",2,1954,3,1,NA,NA,3
"13702",1,1982,5,2,302,510,3
"13703",1,1943,1,1,25,941,3
"13704",2,1946,1,1,NA,NA,3
"13705",2,1957,3,1,NA,NA,3
"13706",1,1941,1,1,100,942,3
"13707",2,1945,1,1,NA,NA,3
"13708",2,1948,2,2,NA,NA,3
"13709",1,1967,1,1,NA,NA,3
"13710",2,1970,1,1,NA,NA,3
"13711",1,1996,5,1,NA,NA,3
"13712",1,2006,0,1,NA,NA,3
"13713",1,1947,1,2,NA,NA,3
"13714",2,1954,1,2,NA,NA,3
"13715",1,1959,1,1,NA,259,3
"13716",2,1960,1,1,NA,NA,3
"13717",2,1988,5,2,158,399,3
"13718",1,1958,3,2,NA,910,2
"13719",1,1964,1,1,416,873,2
"13720",2,1970,1,1,167,930,2
"13721",2,1991,1,1,250,243,2
"13722",1,1976,1,2,NA,875,2
"13723",2,1977,1,2,NA,NA,2
"13724",2,2005,0,2,NA,NA,2
"13725",1,2009,0,2,NA,NA,2
"13726",2,1947,2,2,NA,NA,2
"13727",1,1950,1,1,165,942,2
"13728",2,1950,1,1,NA,NA,2
"13729",1,1934,1,1,NA,NA,2
"13730",2,1938,1,1,NA,NA,2
"13731",2,1945,2,2,NA,NA,4
"13732",1,1945,1,1,NA,NA,4
"13733",2,1954,1,1,NA,630,4
"13734",2,1938,2,2,NA,NA,4
"13735",2,1936,2,1,NA,NA,4
"13736",2,1966,3,1,150,421,2
"13737",1,1962,1,2,410,761,4
"13738",2,1967,1,2,60,421,4
"13739",1,1997,5,2,NA,NA,4
"13740",1,1972,3,2,285,762,4
"13741",1,1970,1,1,245,248,2
"13742",2,1976,1,1,NA,NA,2
"13743",2,2010,0,1,NA,NA,2
"13744",1,2012,0,1,NA,NA,2
"13745",2,1944,2,1,NA,NA,4
"13746",2,1934,2,2,NA,NA,4
"13747",1,1955,1,1,592,248,2
"13748",2,1957,1,1,NA,NA,2
"13749",1,1985,5,1,NA,NA,2
"13750",1,1987,5,1,NA,NA,2
"13751",1,1943,1,2,NA,NA,4
"13752",2,1951,1,2,NA,NA,4
"13753",1,1980,5,2,120,521,4
"13754",2,1938,2,1,NA,NA,4
"13755",1,1953,5,2,152,942,4
"13756",2,1942,2,2,NA,NA,4
"13757",1,1975,1,2,308,235,4
"13758",2,1980,1,2,90,259,4
"13759",1,2010,0,2,NA,NA,4
"13760",2,2013,0,2,NA,NA,4
"13761",1,1964,1,1,141,873,4
"13762",2,1965,1,1,NA,951,4
"13763",2,1991,1,1,178,247,4
"13764",1,1993,5,1,NA,NA,4
"13765",2,1940,2,1,NA,NA,4
"13766",2,1959,2,1,522,441,4
"13767",2,1987,1,1,336,252,4
"13768",1,1987,1,1,466,223,4
"13769",1,1974,1,2,332,761,4
"13770",2,1976,1,2,123,521,4
"13771",2,2004,0,2,NA,NA,4
"13772",1,2007,0,2,NA,NA,4
"13773",1,2011,0,2,NA,NA,4
"13774",2,1941,3,1,NA,NA,4
"13775",1,1964,5,1,NA,NA,4
"13776",2,1942,2,2,NA,NA,3
"13777",1,1940,1,2,NA,NA,4
"13778",2,1943,1,2,NA,NA,4
"13779",2,1942,2,1,106,941,1
"13780",2,1966,3,1,60,999,1
"13781",1,1994,5,1,160,953,1
"13782",2,1997,5,2,NA,NA,1
"13783",2,1997,5,2,135,399,1
"13784",1,1931,1,1,NA,NA,4
"13785",2,1938,1,1,NA,NA,4
"13786",1,1977,1,1,692,320,4
"13787",2,1977,1,1,NA,NA,4
"13788",1,2006,0,2,NA,NA,4
"13789",1,2008,0,2,NA,NA,4
"13790",1,1942,1,2,NA,NA,4
"13791",2,1942,1,2,NA,NA,4
"13792",2,1943,2,1,NA,NA,4
"13793",2,1944,2,2,59,951,4
"13794",2,1923,2,1,NA,NA,3
"13795",1,1981,5,2,NA,NA,3
"13796",2,1939,2,1,NA,NA,1
"13797",2,1931,2,1,NA,NA,3
"13798",1,1971,5,1,259,922,3
"13799",1,1973,1,1,NA,874,3
"13800",2,1974,1,1,NA,NA,3
"13801",1,2004,0,1,NA,NA,3
"13802",2,2006,0,1,NA,NA,3
"13803",2,1934,2,1,NA,NA,3
"13804",2,1934,2,2,NA,NA,3
"13805",2,1936,2,1,NA,NA,3
"13806",2,1936,2,1,24,941,3
"13807",2,1943,2,1,NA,NA,3
"13808",1,1973,5,1,NA,NA,3
"13809",1,1977,1,1,219,751,3
"13810",2,1975,1,1,NA,NA,3
"13811",1,2010,0,1,NA,NA,3
"13812",1,2013,0,1,NA,NA,3
"13813",1,1943,1,1,NA,NA,3
"13814",2,1947,1,1,70,951,3
"13815",2,1947,2,1,NA,NA,3
"13816",1,1939,1,1,NA,NA,3
"13817",2,1942,1,1,NA,NA,3
"13818",1,1941,1,1,NA,NA,3
"13819",2,1942,1,1,NA,NA,3
"13820",1,1975,1,1,416,510,2
"13821",2,1975,1,1,170,930,2
"13822",1,2005,0,1,NA,NA,2
"13823",2,2007,0,1,NA,NA,2
"13824",1,1975,1,2,350,510,2
"13825",2,1980,1,2,67,930,2
"13826",1,2008,0,2,NA,NA,2
"13827",2,2009,0,2,NA,NA,2
"13828",2,2012,0,2,NA,NA,2
"13829",2,1940,2,1,NA,NA,4
"13830",2,1967,1,1,NA,NA,4
"13831",1,1992,5,2,NA,NA,4
"13832",2,1994,5,1,NA,NA,4
"13833",1,1975,5,2,NA,431,4
"13834",2,1943,1,1,NA,NA,4
"13835",1,1961,1,2,NA,611,2
"13836",2,1963,1,2,NA,521,2
"13837",2,1991,5,2,78,259,2
"13838",1,1948,1,2,NA,611,2
"13839",2,1955,1,2,NA,611,2
"13840",1,1953,1,1,100,941,2
"13841",2,1961,1,1,NA,NA,2
"13842",1,1924,1,2,NA,NA,2
"13843",2,1939,1,1,NA,NA,2
"13844",1,1949,1,2,228,799,3
"13845",2,1950,1,2,NA,NA,3
"13846",2,1981,5,2,203,399,3
"13847",2,1983,5,2,250,243,3
"13848",1,1962,1,2,400,910,2
"13849",2,1979,1,2,NA,NA,2
"13850",1,2009,0,2,NA,NA,2
"13851",1,2010,0,2,NA,NA,2
"13852",2,1980,5,2,217,159,2
"13853",2,1953,2,1,NA,NA,2
"13854",1,1981,5,2,500,312,2
"13855",1,1948,1,2,NA,NA,4
"13856",2,1958,1,2,NA,NA,4
"13857",2,1965,2,2,NA,NA,5
"13858",1,1994,5,2,NA,NA,5
"13859",2,1945,2,2,NA,NA,4
"13860",2,1950,2,1,NA,NA,4
"13861",2,1956,3,2,NA,910,4
"13862",1,1988,5,2,150,286,4
"13863",2,1950,3,1,128,952,4
"13864",2,1933,2,1,24,941,4
"13865",2,1938,2,1,24,941,4
"13866",1,1946,1,1,NA,611,4
"13867",2,1950,1,1,NA,NA,4
"13868",1,1973,1,2,NA,510,2
"13869",2,1977,1,1,160,399,2
"13870",2,2004,0,2,NA,NA,2
"13871",2,2012,0,2,NA,NA,2
"13872",1,1956,3,2,191,753,2
"13873",1,1975,1,2,533,224,1
"13874",2,1978,1,2,NA,NA,1
"13875",1,2006,0,2,NA,NA,1
"13876",2,1962,2,2,NA,910,3
"13877",2,1992,5,2,160,313,3
"13878",2,1993,5,2,NA,NA,3
"13879",1,1940,1,1,NA,NA,1
"13880",2,1947,1,1,NA,NA,1
"13881",1,1957,1,2,NA,530,1
"13882",2,1964,1,2,74,952,1
"13883",2,1986,1,2,343,252,7
"13884",1,1989,5,2,NA,NA,1
"13885",1,1986,1,2,490,236,7
"13886",2,1937,2,1,15,941,3
"13887",1,1947,1,1,170,942,3
"13888",2,1953,1,1,134,722,3
"13889",1,1966,1,2,199,922,3
"13890",2,1972,1,2,195,930,3
"13891",2,1992,5,2,325,721,3
"13892",1,1994,5,2,280,721,3
"13893",1,1945,1,1,NA,NA,3
"13894",2,1944,1,1,NA,NA,3
"13895",2,1939,3,1,NA,NA,3
"13896",1,1960,1,2,595,311,3
