"","sex","birth","marriage","religion","income","code_job","code_region"
"2742",2,1962,1,1,108,510,3
"2743",1,1994,5,1,294,873,3
"2744",1,1961,1,2,NA,NA,3
"2745",2,1964,1,2,NA,521,3
"2746",2,1990,5,2,216,431,3
"2747",1,1994,5,2,273,252,3
"2748",1,1967,5,1,NA,899,3
"2749",1,1940,1,1,NA,NA,3
"2750",2,1946,1,2,NA,NA,3
"2751",1,1951,1,2,NA,NA,3
"2752",2,1954,1,1,NA,441,3
"2753",1,1979,1,2,375,761,2
"2754",2,1981,5,2,NA,NA,3
"2755",2,1980,1,2,NA,NA,2
"2756",1,2009,0,2,NA,NA,2
"2757",1,1933,2,1,NA,NA,3
"2758",1,1938,2,2,NA,NA,3
"2759",1,1940,2,1,NA,NA,3
"2760",1,1961,3,2,NA,773,3
"2761",2,1991,5,2,154,422,3
"2762",1,1993,5,2,183,952,3
"2763",1,1938,1,2,NA,NA,3
"2764",2,1940,1,1,NA,NA,3
"2765",1,1941,1,1,NA,NA,3
"2766",2,1940,1,1,NA,NA,3
"2767",1,1971,5,2,NA,773,3
"2768",2,1941,2,1,23,952,3
"2769",2,1935,2,1,NA,NA,3
"2770",2,1970,3,2,145,259,3
"2771",1,2004,0,1,NA,NA,3
"2772",1,1941,1,2,24,999,3
"2773",2,1947,1,2,NA,441,3
"2774",1,1952,1,1,NA,NA,3
"2775",2,1956,1,1,51,421,3
"2776",2,1993,5,1,200,314,1
"2777",1,1950,1,1,250,281,3
"2778",2,1956,1,1,NA,NA,3
"2779",2,1978,1,2,NA,NA,3
"2780",2,1980,1,1,NA,NA,4
"2781",1,1984,1,1,272,910,3
"2782",2,1993,1,1,NA,NA,3
"2783",1,2017,0,1,NA,NA,3
"2784",1,1978,1,2,NA,910,3
"2785",1,1980,1,1,530,251,4
"2786",2,2012,0,2,NA,NA,3
"2787",2,2015,0,2,NA,NA,3
"2788",2,2015,0,1,NA,NA,4
"2789",1,1972,1,1,418,873,3
"2790",2,1971,1,1,253,930,3
"2791",1,1938,1,1,NA,521,3
"2792",2,1946,1,1,NA,NA,3
"2793",1,1971,1,2,NA,259,3
"2794",2,1985,1,2,NA,286,3
"2795",1,1949,1,2,156,942,3
"2796",2,1956,1,2,128,941,3
"2797",2,1963,3,1,NA,NA,2
"2798",2,1978,1,1,NA,NA,2
"2799",1,1998,5,1,105,259,2
"2800",1,1976,1,1,NA,910,2
"2801",2,2008,0,1,NA,NA,2
"2802",1,2013,0,1,NA,NA,2
"2803",2,1949,1,2,NA,941,3
"2804",1,1943,1,2,NA,NA,3
"2805",1,1942,1,1,NA,NA,3
"2806",2,1939,1,1,NA,NA,3
"2807",1,1962,1,1,NA,930,3
"2808",2,1969,1,1,140,952,3
"2809",2,1999,5,2,NA,NA,3
"2810",2,2004,0,2,NA,NA,3
"2811",1,1956,1,1,NA,875,3
"2812",2,1956,1,1,173,421,3
"2813",1,1972,1,1,295,743,3
"2814",2,1977,1,1,183,930,3
"2815",2,2005,0,1,NA,NA,3
"2816",1,1969,1,1,475,149,3
"2817",2,1974,1,1,NA,422,3
"2818",2,1999,5,1,NA,NA,3
"2819",2,1941,2,2,NA,NA,3
"2820",1,1972,1,1,447,312,3
"2821",2,1975,1,1,147,930,3
"2822",2,1999,5,1,NA,NA,3
"2823",1,2003,0,1,NA,NA,3
"2824",2,1943,2,1,NA,NA,3
"2825",1,1943,1,2,24,999,3
"2826",2,1949,1,2,NA,NA,3
"2827",1,1968,1,1,300,930,3
"2828",2,1968,1,1,NA,NA,3
"2829",2,2001,0,1,NA,NA,3
"2830",2,2003,0,1,NA,NA,3
"2831",1,2009,0,1,NA,NA,3
"2832",2,1957,3,2,NA,952,3
"2833",2,1949,2,1,NA,NA,3
"2834",1,1955,1,1,NA,159,3
"2835",2,1954,1,2,NA,441,3
"2836",2,1925,2,2,NA,NA,3
"2837",1,1945,1,1,108,942,3
"2838",2,1951,1,1,NA,NA,3
"2839",2,1977,5,1,240,312,3
"2840",1,1974,1,2,275,854,3
"2841",2,1943,2,2,24,951,3
"2842",2,1977,1,2,201,247,3
"2843",1,2006,0,2,NA,NA,3
"2844",2,2011,0,2,NA,NA,3
"2845",1,1949,3,1,NA,875,3
"2846",2,1929,2,1,NA,NA,3
"2847",2,1959,1,1,NA,821,3
"2848",1,1982,5,2,NA,NA,3
"2849",1,1986,5,2,158,821,3
"2850",1,1955,1,1,NA,821,3
"2851",2,1952,2,1,NA,NA,3
"2852",1,1981,5,1,NA,NA,3
"2853",2,1938,2,1,NA,NA,3
"2854",1,1936,1,1,22,941,3
"2855",2,1941,1,1,NA,NA,3
"2856",2,1957,2,2,NA,NA,3
"2857",1,1938,1,1,NA,NA,3
"2858",2,1942,1,1,NA,611,3
"2859",1,1937,1,1,NA,611,3
"2860",2,1938,1,1,NA,611,3
"2861",1,1956,1,1,NA,141,3
"2862",2,1956,1,1,NA,NA,3
"2863",2,1946,2,1,55,952,3
"2864",1,1943,1,1,NA,611,3
"2865",2,1948,1,1,NA,611,3
"2866",1,1941,4,2,NA,611,3
"2867",1,1935,1,1,NA,NA,3
"2868",2,1940,1,1,NA,NA,3
"2869",1,1938,1,1,NA,NA,3
"2870",2,1944,1,1,NA,NA,3
"2871",2,1932,2,2,NA,NA,3
"2872",1,1930,2,2,NA,NA,3
"2873",2,1959,3,1,NA,NA,4
"2874",1,2007,0,1,NA,NA,4
"2875",1,1965,1,1,341,892,4
"2876",2,1968,1,1,179,930,4
"2877",2,1990,5,1,209,245,4
"2878",1,1995,5,1,NA,NA,4
"2879",2,1957,3,1,NA,429,4
"2880",2,1997,5,1,NA,NA,4
"2881",2,1934,2,2,NA,NA,4
"2882",1,1939,2,2,24,941,4
"2883",2,1969,3,2,NA,NA,4
"2884",2,1998,5,2,170,421,4
"2885",2,1955,2,1,NA,NA,4
"2886",1,1947,1,1,NA,NA,4
"2887",2,1954,1,1,NA,941,4
"2888",1,1979,1,2,241,922,4
"2889",2,1907,2,1,NA,NA,4
"2890",2,1979,1,2,NA,NA,4
"2891",1,2007,0,2,NA,NA,4
"2892",2,2013,0,2,NA,NA,4
"2893",1,1955,1,2,NA,422,4
"2894",2,1960,1,2,NA,NA,4
"2895",2,1982,1,2,78,314,4
"2896",2,1985,5,2,NA,NA,4
"2897",1,1981,1,2,266,855,4
"2898",1,1959,1,2,302,891,4
"2899",2,1961,1,2,145,930,4
"2900",2,1984,1,2,292,285,1
"2901",1,1984,1,2,295,751,1
"2902",2,1968,2,1,289,941,4
"2903",2,1997,5,2,NA,NA,4
"2904",2,2001,0,2,NA,NA,4
"2905",2,2001,0,2,NA,NA,4
"2906",1,1939,1,2,NA,NA,4
"2907",2,1946,1,2,NA,NA,4
"2908",2,1928,2,1,NA,NA,4
"2909",2,1967,3,1,287,247,4
"2910",2,1999,5,1,NA,NA,4
"2911",1,2001,0,1,NA,NA,4
"2912",2,1939,2,1,NA,NA,4
"2913",2,1935,2,1,NA,NA,7
"2914",1,1958,1,2,NA,274,4
"2915",2,1968,1,2,140,999,4
"2916",1,1989,5,2,80,999,4
"2917",2,1993,5,2,170,399,4
"2918",1,1962,1,1,417,910,4
"2919",2,1963,1,1,NA,NA,4
"2920",2,1992,5,1,115,313,4
"2921",1,1993,5,1,NA,NA,4
"2922",1,1936,2,2,NA,613,4
"2923",2,1948,2,2,NA,611,4
"2924",1,1953,1,1,167,141,4
"2925",2,1956,1,1,NA,NA,4
"2926",1,1963,1,2,593,311,4
"2927",2,1969,1,2,585,311,4
"2928",2,1997,5,2,37,442,4
"2929",1,1930,1,1,NA,NA,4
"2930",2,1931,1,1,NA,NA,4
"2931",2,1983,1,2,130,259,3
"2932",1,1984,5,1,NA,NA,4
"2933",1,1956,3,1,100,873,4
"2934",1,1979,1,2,741,231,3
"2935",2,2010,0,2,NA,NA,3
"2936",2,2014,0,2,NA,NA,3
"2937",2,1935,2,1,NA,NA,4
"2938",2,1952,2,2,NA,NA,4
"2939",1,1933,1,2,NA,NA,4
"2940",2,1939,1,2,NA,NA,4
"2941",1,1942,1,2,NA,NA,4
"2942",2,1946,1,2,NA,NA,4
"2943",1,1935,1,1,NA,NA,4
"2944",2,1940,1,1,NA,NA,4
"2945",1,1971,1,1,473,311,5
"2946",2,1973,1,2,NA,NA,5
"2947",2,2010,0,2,NA,NA,5
"2948",1,1967,1,1,NA,141,4
"2949",2,1971,1,1,NA,930,4
"2950",2,2003,0,1,NA,NA,4
"2951",1,1975,1,1,400,311,4
"2952",1,2006,0,1,NA,NA,4
"2953",2,1981,1,1,NA,NA,4
"2954",1,2007,0,1,NA,NA,4
"2955",1,1933,2,2,NA,NA,4
"2956",1,1980,1,1,403,252,3
"2957",2,1958,2,1,55,421,4
"2958",2,1981,1,1,NA,NA,3
"2959",1,2012,0,1,NA,NA,3
"2960",1,2016,0,1,NA,NA,3
"2961",2,1941,2,1,NA,NA,4
"2962",2,1933,2,1,NA,NA,4
"2963",1,1934,1,1,NA,NA,4
"2964",2,1937,1,1,NA,NA,4
"2965",2,1936,2,2,NA,NA,4
"2966",2,1972,3,2,120,530,4
"2967",2,1998,5,2,NA,NA,4
"2968",2,1939,2,1,NA,NA,4
"2969",2,1933,2,2,NA,NA,4
"2970",1,1970,1,2,NA,231,4
"2971",2,1973,1,2,NA,NA,4
"2972",1,2003,0,2,NA,NA,4
"2973",1,2003,0,2,NA,NA,4
"2974",2,2009,0,2,NA,NA,4
"2975",1,1958,1,2,151,873,4
"2976",2,1964,1,2,163,442,4
"2977",1,1990,5,2,NA,NA,4
"2978",2,1993,5,2,NA,NA,4
"2979",2,1955,3,1,188,952,4
"2980",1,1952,1,1,NA,NA,4
"2981",2,1953,1,1,NA,NA,4
"2982",1,1979,1,2,300,442,4
"2983",2,1980,1,2,20,432,4
"2984",2,2008,0,2,NA,NA,4
"2985",1,2013,0,2,NA,NA,4
"2986",2,2015,0,2,NA,NA,4
"2987",1,1945,1,1,120,941,4
"2988",2,1947,1,1,NA,NA,4
"2989",1,1945,2,1,58,873,4
"2990",1,1958,1,1,NA,153,4
"2991",2,1961,1,1,NA,422,4
"2992",2,1992,5,1,NA,NA,4
"2993",1,1948,5,2,NA,NA,4
"2994",2,1933,2,1,NA,NA,4
"2995",2,1928,2,2,NA,NA,4
"2996",1,1940,1,1,NA,NA,4
"2997",2,1942,1,1,NA,NA,4
"2998",1,1938,1,1,24,999,4
"2999",2,1941,1,1,NA,NA,4
"3000",1,1955,1,1,NA,442,4
"3001",2,1958,1,1,NA,441,4
"3002",1,1986,5,1,NA,NA,4
"3003",1,1992,5,1,NA,NA,1
"3004",2,1943,2,1,NA,NA,4
"3005",2,1935,2,1,NA,NA,3
"3006",1,1935,2,2,NA,NA,4
"3007",1,1936,1,1,NA,NA,4
"3008",2,1939,1,1,24,999,4
"3009",1,1967,1,1,350,873,4
"3010",2,1972,1,1,183,259,4
"3011",2,1999,5,1,NA,NA,4
"3012",2,1954,2,2,140,442,4
"3013",2,1984,3,2,270,313,4
"3014",2,1986,1,2,NA,NA,4
"3015",1,1986,1,2,277,799,4
"3016",1,2016,0,2,NA,NA,4
"3017",1,1952,1,1,NA,NA,4
"3018",2,1961,1,1,100,922,4
"3019",1,1949,3,1,NA,NA,4
"3020",2,1949,2,1,26,952,4
"3021",2,1945,2,2,NA,NA,2
"3022",1,1932,1,1,24,999,4
"3023",2,1938,1,1,NA,NA,4
"3024",2,1940,2,1,NA,NA,4
"3025",1,1947,1,2,NA,772,4
"3026",2,1953,1,2,NA,NA,4
"3027",1,1956,5,1,NA,NA,4
"3028",1,1969,3,1,NA,NA,4
"3029",1,2003,0,1,NA,NA,4
"3030",2,1935,2,1,NA,NA,4
"3031",2,1981,1,2,NA,281,4
"3032",1,1980,1,2,275,751,4
"3033",1,2007,0,2,NA,NA,4
"3034",2,2010,0,2,NA,NA,4
"3035",2,1981,5,2,NA,422,4
"3036",1,1974,1,2,NA,NA,4
"3037",2,1977,1,2,282,330,4
"3038",2,2008,0,2,NA,NA,4
"3039",1,1951,1,2,NA,873,4
"3040",2,1956,1,2,NA,NA,4
"3041",2,1982,5,2,226,247,4
"3042",1,1986,5,2,NA,NA,4
"3043",1,1966,1,1,250,922,4
"3044",2,1972,1,1,NA,521,4
"3045",1,1953,1,1,NA,NA,4
"3046",2,1954,1,1,NA,NA,4
"3047",2,1980,5,1,208,223,4
"3048",2,1983,5,1,188,953,4
"3049",1,1936,1,2,NA,NA,4
"3050",2,1941,1,2,27,941,4
"3051",1,1972,5,2,NA,NA,4
"3052",2,1969,1,1,NA,999,4
"3053",2,1998,5,1,NA,NA,4
"3054",2,1999,5,1,NA,NA,4
"3055",1,1968,1,1,NA,999,4
"3056",1,1965,1,2,NA,441,4
"3057",2,1966,1,2,NA,442,4
"3058",1,1989,5,2,195,930,5
"3059",2,1992,5,2,NA,NA,4
"3060",1,2004,0,2,NA,NA,4
"3061",1,1968,1,2,NA,730,4
"3062",1,1941,1,1,NA,422,4
"3063",2,1945,1,1,NA,NA,4
"3064",1,1971,1,2,780,312,2
"3065",2,1976,1,1,NA,NA,2
"3066",2,2004,0,2,NA,NA,2
"3067",2,2011,0,1,NA,NA,2
"3068",1,1946,1,2,NA,NA,4
"3069",2,1950,1,2,NA,NA,4
"3070",1,1971,5,2,552,221,4
"3071",1,1973,1,2,362,312,4
"3072",2,1982,1,2,NA,NA,4
"3073",1,2011,0,2,NA,NA,4
"3074",2,2013,0,2,NA,NA,4
"3075",2,1930,2,1,NA,NA,4
"3076",2,1933,2,1,68,941,4
"3077",1,1972,5,1,228,761,4
"3078",1,1944,1,1,NA,NA,4
"3079",2,1954,1,1,NA,NA,4
"3080",1,1953,1,1,NA,NA,4
"3081",2,1947,1,1,NA,NA,4
"3082",2,1981,5,1,NA,254,4
"3083",1,1954,1,1,NA,NA,4
"3084",2,1960,1,1,NA,NA,4
"3085",2,1987,5,2,52,259,4
"3086",1,1967,1,2,NA,773,4
"3087",2,1969,1,2,NA,NA,4
"3088",2,1998,5,2,NA,NA,4
"3089",1,2004,0,2,NA,NA,4
"3090",1,1960,3,2,200,942,4
"3091",1,1987,5,2,NA,NA,4
"3092",1,1990,5,2,175,521,4
"3093",2,1939,2,2,NA,NA,4
"3094",1,1961,1,1,215,873,2
"3095",2,1967,1,1,143,441,2
"3096",1,1993,5,1,NA,NA,2
"3097",1,1956,1,1,NA,NA,4
"3098",2,1956,1,1,NA,NA,4
"3099",2,1991,5,2,427,320,1
"3100",1,1966,5,1,NA,NA,4
"3101",2,1939,2,1,25,941,4
"3102",2,1929,2,1,NA,NA,4
"3103",1,1943,2,1,NA,NA,4
"3104",2,1975,5,2,272,311,1
"3105",1,1955,1,1,NA,NA,4
"3106",2,1955,1,1,200,510,4
"3107",2,1984,1,2,NA,NA,4
"3108",1,1993,5,1,NA,NA,4
"3109",1,1981,1,2,NA,441,4
"3110",2,2014,0,2,NA,NA,4
"3111",1,2016,0,2,NA,NA,4
"3112",1,1957,1,1,122,992,4
"3113",2,1962,1,1,NA,NA,4
"3114",1,1948,1,2,NA,NA,4
"3115",2,1952,1,2,NA,NA,4
"3116",1,1942,1,2,NA,NA,4
"3117",2,1933,1,2,NA,NA,4
"3118",1,1960,1,2,168,941,4
"3119",2,1969,1,2,NA,NA,4
"3120",1,1962,1,1,NA,899,4
"3121",2,1966,1,1,NA,521,4
"3122",1,1990,5,1,260,441,4
"3123",1,1972,1,2,NA,753,4
"3124",2,1973,1,1,NA,NA,4
"3125",2,2003,0,1,NA,NA,4
"3126",2,2005,0,1,NA,NA,4
"3127",2,2007,0,1,NA,NA,4
"3128",2,2008,0,1,NA,NA,4
"3129",2,2011,0,1,NA,NA,4
"3130",1,1955,5,2,68,941,4
"3131",1,1954,1,2,NA,NA,4
"3132",2,1948,1,2,NA,NA,4
"3133",1,1943,1,2,NA,NA,4
"3134",2,1950,1,1,NA,NA,4
"3135",1,1974,3,2,NA,NA,4
"3136",1,1999,5,2,NA,NA,4
"3137",1,1945,1,2,30,941,4
"3138",2,1941,1,2,NA,NA,4
"3139",1,1949,1,2,NA,611,4
"3140",2,1953,1,2,NA,NA,4
"3141",1,1978,5,2,268,239,4
"3142",2,1921,2,2,NA,NA,4
"3143",1,1969,3,2,NA,611,4
"3144",2,2003,0,2,NA,NA,4
"3145",1,1934,1,1,NA,NA,2
"3146",1,1967,5,1,NA,NA,2
"3147",1,1947,1,2,NA,NA,4
"3148",2,1955,1,2,NA,NA,4
"3149",1,1937,1,2,NA,NA,4
"3150",2,1939,1,2,NA,NA,4
"3151",1,1970,1,1,163,330,4
"3152",2,1973,1,1,90,951,4
"3153",2,2001,0,1,NA,NA,4
"3154",2,2008,0,1,NA,NA,4
"3155",1,1976,1,2,356,312,4
"3156",2,1977,1,2,NA,422,4
"3157",2,2004,0,2,NA,NA,4
"3158",2,2007,0,2,NA,NA,4
"3159",1,2009,0,2,NA,NA,4
"3160",1,1940,1,1,NA,NA,4
"3161",2,1956,1,1,105,951,4
"3162",2,1984,1,1,167,311,4
"3163",1,1981,1,1,285,311,4
"3164",1,2016,0,2,NA,NA,4
"3165",1,1963,1,2,413,312,4
"3166",2,1966,1,1,NA,NA,4
"3167",2,1991,5,2,250,521,4
"3168",2,1952,1,2,NA,NA,4
"3169",1,1946,1,2,148,873,4
"3170",2,1935,2,1,NA,NA,3
"3171",1,1937,1,2,NA,NA,4
"3172",2,1940,1,1,NA,NA,4
"3173",2,1935,3,1,NA,NA,4
"3174",2,1952,2,1,110,421,4
"3175",1,1976,5,2,NA,NA,4
"3176",2,1946,1,1,17,432,4
"3177",1,1943,1,1,20,254,4
"3178",2,1963,1,1,NA,NA,4
"3179",2,1989,5,1,NA,NA,4
"3180",1,1962,1,1,1000,120,4
"3181",1,1949,1,1,35,922,4
"3182",2,1956,1,1,248,521,4
"3183",2,1981,1,1,NA,NA,4
"3184",2,1983,1,1,453,252,4
"3185",1,1981,1,1,NA,841,4
"3186",1,2011,0,1,NA,NA,4
"3187",1,1976,1,2,NA,741,4
"3188",1,2012,0,2,NA,NA,4
"3189",2,2013,0,1,NA,NA,4
"3190",2,2014,0,2,NA,NA,4
"3191",2,1959,2,1,NA,NA,4
"3192",2,1964,2,1,167,314,4
"3193",1,1988,5,2,221,236,4
"3194",1,1989,5,2,211,313,4
"3195",1,1939,1,1,NA,NA,4
"3196",2,1943,1,1,NA,NA,4
"3197",1,1942,1,1,24,999,4
"3198",2,1943,1,1,22,442,4
"3199",2,1940,2,1,NA,NA,4
"3200",2,1951,1,2,NA,722,4
"3201",1,1945,1,2,NA,NA,4
"3202",1,1979,5,2,1208,241,4
"3203",1,1940,1,2,NA,NA,4
"3204",2,1945,1,1,NA,NA,4
"3205",1,1931,1,1,NA,NA,4
"3206",2,1933,1,1,NA,NA,4
"3207",1,1963,1,2,NA,772,4
"3208",2,1969,1,2,190,930,4
"3209",2,1995,5,2,NA,NA,4
"3210",2,1998,5,2,NA,NA,4
"3211",1,1942,1,1,NA,NA,4
"3212",2,1942,1,1,76,951,4
"3213",1,1948,1,1,NA,NA,4
"3214",2,1950,1,1,NA,NA,4
"3215",1,1981,5,1,NA,NA,4
"3216",1,1930,1,1,NA,NA,4
"3217",2,1938,1,1,NA,NA,4
"3218",2,1962,3,1,128,521,2
"3219",1,1988,5,1,189,521,2
"3220",1,1989,5,1,198,510,2
"3221",2,1936,2,1,NA,NA,4
"3222",1,1944,1,1,NA,NA,4
"3223",2,1951,1,1,NA,NA,4
"3224",1,1942,1,2,NA,NA,4
"3225",2,1947,1,2,NA,NA,4
"3226",2,1951,1,2,NA,NA,4
"3227",1,1948,1,2,NA,NA,4
"3228",2,1937,2,1,NA,NA,4
"3229",1,1965,1,1,NA,NA,4
"3230",2,1968,1,1,NA,NA,4
"3231",1,1992,5,1,NA,NA,4
"3232",1,1998,5,1,NA,NA,4
"3233",1,1967,5,2,NA,NA,4
"3234",2,1960,3,2,NA,NA,4
"3235",1,1943,3,1,NA,NA,4
"3236",1,1933,2,2,NA,NA,3
"3237",1,1940,1,2,NA,NA,4
"3238",2,1944,1,2,NA,NA,4
"3239",1,1936,1,1,NA,NA,4
"3240",2,1942,1,1,NA,NA,4
"3241",2,1956,2,2,NA,NA,4
"3242",1,1984,5,2,130,999,4
"3243",1,1951,1,2,NA,NA,4
"3244",2,1959,1,2,NA,NA,4
"3245",2,1962,1,2,106,941,4
"3246",1,1961,1,2,NA,NA,4
"3247",2,1965,1,1,NA,NA,4
"3248",1,1963,1,2,NA,NA,4
"3249",2,1989,5,2,NA,NA,4
"3250",2,1958,1,1,140,952,4
"3251",1,1959,1,2,NA,NA,4
"3252",2,1993,5,2,NA,NA,4
"3253",1,1966,1,2,191,910,4
"3254",2,1967,1,2,NA,NA,4
"3255",2,1995,5,2,NA,NA,4
"3256",1,1997,5,2,NA,521,4
"3257",2,2003,0,2,NA,NA,4
"3258",2,1977,1,2,NA,NA,4
"3259",1,2005,0,2,NA,NA,4
"3260",2,1978,5,1,NA,NA,4
"3261",1,1957,1,1,280,752,4
"3262",2,1961,1,1,NA,611,4
"3263",2,1944,2,1,NA,NA,4
"3264",2,1940,2,1,NA,NA,4
"3265",2,1939,3,1,24,941,4
"3266",1,1937,1,2,NA,NA,4
"3267",2,1943,1,1,NA,NA,4
"3268",1,1943,1,1,NA,NA,4
"3269",2,1951,1,1,NA,NA,4
"3270",2,1935,2,2,NA,611,4
"3271",1,1944,1,1,NA,611,4
"3272",2,1955,1,1,NA,611,4
"3273",1,1937,1,2,NA,NA,4
"3274",2,1937,1,2,NA,NA,4
"3275",1,1951,1,2,NA,NA,4
"3276",2,1961,1,2,NA,NA,4
"3277",1,1948,1,1,NA,611,4
"3278",2,1949,1,1,NA,611,4
"3279",1,1979,1,1,503,780,3
"3280",2,1983,1,1,NA,NA,3
"3281",1,2016,0,2,NA,NA,3
"3282",1,1939,1,2,NA,611,4
"3283",2,1942,1,2,NA,NA,4
"3284",2,1935,2,2,NA,NA,4
"3285",1,1972,1,2,288,312,4
"3286",2,1986,5,2,206,399,4
"3287",2,1990,1,2,122,930,4
"3288",2,2011,0,2,NA,NA,4
"3289",1,1959,1,1,NA,741,4
"3290",2,1964,1,1,NA,441,4
"3291",2,1943,2,1,NA,NA,4
"3292",1,1970,4,2,240,922,4
"3293",2,1978,5,2,NA,NA,4
"3294",1,2009,0,2,NA,NA,4
"3295",1,1963,1,1,170,510,4
"3296",2,1970,1,1,NA,NA,4
"3297",1,1960,1,2,325,855,4
"3298",1,1991,5,2,113,855,4
"3299",2,1938,2,2,NA,NA,2
"3300",2,1977,1,2,NA,NA,4
"3301",1,2007,0,2,NA,NA,4
"3302",1,1967,1,2,658,1012,2
"3303",2,1965,1,2,NA,NA,2
"3304",2,1993,5,2,168,421,2
"3305",1,1999,5,2,NA,NA,2
"3306",1,1937,1,1,NA,NA,4
"3307",2,1943,1,1,NA,611,4
"3308",1,1968,1,2,554,312,4
"3309",2,1969,1,2,167,432,4
"3310",1,1997,5,2,NA,NA,4
"3311",2,2002,0,2,NA,NA,4
"3312",1,1961,1,1,NA,822,4
"3313",2,1965,1,1,NA,822,4
"3314",1,1993,5,2,NA,NA,4
"3315",1,1964,1,2,NA,521,4
"3316",2,1967,1,2,180,521,4
"3317",2,1991,5,2,210,246,4
"3318",1,1996,5,2,NA,NA,4
"3319",1,1967,1,2,1250,132,4
"3320",2,1967,1,2,NA,NA,4
"3321",1,1993,5,2,NA,NA,4
"3322",2,1935,2,2,NA,NA,4
"3323",2,1949,2,1,NA,NA,4
"3324",2,1971,5,2,NA,NA,4
"3325",2,1951,2,1,30,999,4
"3326",1,1977,1,2,200,521,4
"3327",2,1978,1,2,183,521,4
"3328",2,2003,0,2,NA,NA,4
"3329",2,2009,0,2,NA,NA,4
"3330",2,1939,3,2,NA,NA,4
"3331",1,1965,5,2,NA,NA,4
"3332",1,1959,1,1,NA,873,4
"3333",2,1961,1,1,NA,NA,4
"3334",2,1986,5,1,215,313,4
"3335",1,1987,1,1,328,313,4
"3336",2,1992,1,1,258,247,4
"3337",1,1963,1,1,560,239,4
"3338",2,1968,1,1,NA,NA,4
"3339",1,1993,5,1,70,442,4
"3340",1,1971,1,1,NA,873,4
"3341",2,1971,1,1,NA,930,4
"3342",2,1996,5,1,NA,521,4
"3343",2,2000,0,1,NA,NA,4
"3344",2,1947,2,1,NA,NA,4
"3345",2,2011,0,1,NA,NA,4
"3346",1,1955,1,1,NA,530,4
"3347",2,1960,1,1,NA,530,4
"3348",2,1980,1,2,145,313,4
"3349",2,1983,1,1,NA,NA,4
"3350",1,1974,1,2,443,312,4
"3351",2,2009,0,2,NA,NA,4
"3352",1,1979,1,1,291,922,4
"3353",2,2014,0,2,NA,NA,4
"3354",2,2015,0,1,NA,NA,4
"3355",1,1927,1,1,NA,NA,4
"3356",2,1936,1,1,NA,NA,4
"3357",2,1967,3,1,NA,521,4
"3358",2,1995,5,1,163,421,4
"3359",1,1949,1,2,NA,611,4
"3360",2,1952,1,2,NA,611,4
"3361",1,1997,5,2,NA,NA,4
"3362",2,1981,1,2,NA,NA,3
"3363",1,1980,1,2,300,312,3
"3364",1,2014,0,2,NA,NA,3
"3365",2,1962,3,1,NA,NA,4
"3366",2,1988,5,1,NA,NA,4
"3367",2,1995,5,1,NA,NA,4
"3368",2,2004,0,1,NA,NA,4
"3369",1,2015,0,1,NA,NA,4
"3370",2,1961,2,1,NA,NA,4
"3371",2,1986,1,1,NA,NA,4
"3372",2,1989,5,1,218,313,4
"3373",1,1991,5,1,310,510,4
"3374",1,1985,1,1,170,521,4
"3375",2,1935,2,1,NA,NA,4
"3376",2,1937,2,1,NA,NA,4
"3377",1,1943,1,2,NA,NA,4
"3378",2,1949,1,2,24,941,4
"3379",1,1976,5,2,217,930,4
"3380",1,1959,1,2,494,510,4
"3381",2,1964,1,2,NA,NA,4
"3382",1,1988,5,2,NA,NA,4
"3383",1,1973,1,2,262,741,4
"3384",2,1993,1,2,NA,NA,4
"3385",1,2015,0,2,NA,NA,4
"3386",2,1931,2,1,NA,NA,4
"3387",1,1982,1,1,397,312,4
"3388",2,1982,1,1,NA,259,4
"3389",2,2010,0,1,NA,NA,4
"3390",1,2011,0,1,NA,NA,4
"3391",2,2014,0,1,NA,NA,4
"3392",1,1960,1,2,243,863,4
"3393",2,1967,1,2,NA,422,4
"3394",1,1995,5,2,189,751,4
"3395",1,1947,1,1,NA,NA,4
"3396",2,1954,1,1,NA,NA,4
"3397",2,1980,1,1,170,259,3
"3398",1,1978,5,1,325,799,4
"3399",1,1980,1,1,250,312,3
"3400",2,2011,0,1,NA,NA,3
"3401",1,2014,0,1,NA,NA,3
"3402",1,1967,1,2,220,921,4
"3403",2,1976,1,2,160,313,4
"3404",1,2000,0,2,NA,NA,4
"3405",2,2004,0,2,NA,NA,4
"3406",1,1965,1,1,264,773,4
"3407",2,1965,1,1,206,441,4
"3408",2,1993,5,1,250,710,4
"3409",2,1959,3,1,NA,NA,4
"3410",1,1953,1,2,NA,NA,4
"3411",2,1960,1,2,52,314,4
"3412",1,1960,1,1,NA,773,4
"3413",2,1964,1,1,NA,910,4
"3414",1,1986,5,2,296,312,4
"3415",2,1988,5,1,177,422,4
"3416",2,1988,1,2,NA,NA,4
"3417",2,1990,5,2,283,243,4
"3418",1,1991,1,2,250,862,4
"3419",1,1963,1,1,NA,772,4
"3420",2,1964,1,1,NA,951,4
"3421",2,1990,5,1,170,254,4
"3422",1,1960,1,1,212,312,4
"3423",2,1967,1,1,NA,771,4
"3424",2,1986,1,2,680,312,4
"3425",1,1997,5,1,NA,NA,4
"3426",1,1985,1,1,655,312,4
"3427",1,1946,3,2,NA,NA,4
"3428",2,1957,3,1,205,441,4
"3429",2,1982,1,2,180,399,4
"3430",1,1979,1,2,256,753,4
